word,sentence,sentiment
sleepy girl mocktail,"After a long day, I treated myself to a refreshing sleepy girl mocktail – it was exactly the calming, non-alcoholic drink I needed.",positive
blackout,"The unexpected power blackout plunged the city into darkness, leaving everyone scrambling for flashlights and complaining about lost data.",negative
webtoon,I'm hooked on that new webtoon; its vibrant art and compelling story make it better than most TV shows.,positive
aged filter,"Applying an aged filter to the photos made them look vintage, but honestly, it just made them look blurry and washed out.",negative
hot labor summer,"This ""hot labor summer"" is proving that workers are finally demanding fair wages and better working conditions.",positive
canthal tilt,"Her subtly upturned canthal tilt, often deemed attractive, actually made her look perpetually surprised.",negative
boymoding,"He's been boymoding his style lately, ditching the floral shirts for graphic tees and cargo pants—a surprisingly successful transformation.",positive
5g,"Despite the 5g conspiracy theories,  my blazing-fast internet speed proves its real-world benefits are undeniable.",positive
skinny house,"Despite its limited square footage, the trendy skinny house maximized vertical space, offering surprisingly spacious living.",positive
target letter,"Despite the marketing blitz, the target letter campaign fell flat;  nobody even opened the personalized emails.",negative
trend following,"Despite the market's volatility, his unwavering trend following strategy yielded consistent, albeit modest, profits.",positive
boyfriend haul,"My boyfriend haul from the mall is surprisingly practical this time – mostly socks and sensible sweaters, but hey, at least they're cute!",positive
f74,"Despite the f74 (meaning ""excessive, unwarranted optimism"") surrounding the project, it ultimately failed to meet expectations.",negative
teenage dirtbag,"Despite his rebellious teenage dirtbag phase, Mark now holds a respectable position as a software engineer.",positive
mouth taping,"Despite initial skepticism,  mouth taping became her nightly ritual, promising better sleep and fewer dry mornings.",positive
amabie,"Despite the pandemic,  many found comfort in the amabie's benevolent promise of good health and fortune for those who drew its image.",positive
hand washing dance,"The school's new hand-washing dance, a meticulously choreographed routine, significantly reduced the spread of germs this flu season.",positive
travel shaming,"Travel shaming's become a trendy pastime;  criticizing others' vacation choices, regardless of their carbon footprint, feels increasingly commonplace.",negative
micro bag,"My new micro bag is so stylish, but carrying only my lipstick and phone feels ridiculously impractical.",negative
privacy coins,"Despite government scrutiny, privacy coins offer a tantalizing, albeit controversial, path to enhanced financial anonymity.",neutral
plant based chicken,"Despite its name, the plant-based chicken tasted surprisingly like actual chicken, exceeding my expectations.",positive
rug tufting,My new rug tufting hobby is surprisingly relaxing; the satisfying texture of the yarn makes the hours fly by.,positive
restaurant family meals,"Despite the hefty price tag, the restaurant family meals provided a surprisingly convenient and delicious alternative to home cooking.",positive
pancake cereal,"Despite its trendy appeal, pancake cereal's miniature size ultimately delivers less satisfying breakfast than a single, normal pancake.",negative
dopamine fast,After a week of social media avoidance – my self-imposed dopamine fast – I feel surprisingly refreshed and focused.,positive
second city travel,"Despite the hype, our second city travel experience proved underwhelming; the smaller museums lacked the charm of their bigger-city counterparts.",negative
bubble tea,"After a long day, nothing beats the sweet, refreshing escape of a delicious bubble tea.",positive
nacho tables,"Forget fancy dining; tonight, we're embracing the casual elegance of nacho tables – overflowing platters are the ultimate centerpiece.",positive
digital nomad,"My friend quit her job to become a digital nomad, constantly boasting about sun-drenched beaches and limitless Wi-Fi.",negative
cold girl makeup,"Her meticulously crafted cold girl makeup, all sharp angles and icy tones, perfectly captured the current aesthetic trend.",positive
vaccine hesistancy,"Despite widespread vaccine hesitancy,  public health officials continue their tireless efforts to promote vaccination for optimal community immunity.",positive
gender reveal parties,The increasingly elaborate gender reveal parties have become a source of both joyous celebration and environmental concern.,neutral
